percentile_rank,metric_value,branch,load_type,total_count
0.67,807.0,control,RELOAD,116749727
0.68,829.0,control,RELOAD,116749727
0.69,854.0,control,RELOAD,116749727
0.7,878.0,control,RELOAD,116749727
0.71,905.0,control,RELOAD,116749727
0.72,931.0,control,RELOAD,116749727
0.73,959.0,control,RELOAD,116749727
0.74,986.0,control,RELOAD,116749727
0.75,1017.0,control,RELOAD,116749727
0.76,1046.0,control,RELOAD,116749727
0.77,1080.0,control,RELOAD,116749727
0.78,1114.0,control,RELOAD,116749727
0.79,1151.0,control,RELOAD,116749727
0.8,1191.0,control,RELOAD,116749727
0.81,1233.0,control,RELOAD,116749727
0.82,1282.0,control,RELOAD,116749727
0.83,1331.0,control,RELOAD,116749727
0.84,1390.0,control,RELOAD,116749727
0.85,1451.0,control,RELOAD,116749727
0.86,1524.0,control,RELOAD,116749727
0.87,1591.0,control,RELOAD,116749727
0.88,1676.0,control,RELOAD,116749727
0.89,1773.0,control,RELOAD,116749727
0.9,1896.0,control,RELOAD,116749727
0.91,2029.0,control,RELOAD,116749727
0.92,2195.0,control,RELOAD,116749727
0.93,2352.0,control,RELOAD,116749727
0.94,2584.0,control,RELOAD,116749727
0.95,2884.0,control,RELOAD,116749727
0.96,3336.0,control,RELOAD,116749727
0.97,3952.0,control,RELOAD,116749727
0.98,5052.0,control,RELOAD,116749727
0.99,7441.0,control,RELOAD,116749727
1.0,942137031.0,control,RELOAD,116749727
0.0,1.0,treatment-a,RELOAD,116862056
0.01,77.0,treatment-a,RELOAD,116862056
0.02,93.0,treatment-a,RELOAD,116862056
0.03,107.0,treatment-a,RELOAD,116862056
0.04,118.0,treatment-a,RELOAD,116862056
0.05,129.0,treatment-a,RELOAD,116862056
0.06,140.0,treatment-a,RELOAD,116862056
0.07,151.0,treatment-a,RELOAD,116862056
0.08,159.0,treatment-a,RELOAD,116862056
0.09,167.0,treatment-a,RELOAD,116862056
0.1,176.0,treatment-a,RELOAD,116862056
0.11,185.0,treatment-a,RELOAD,116862056
0.12,196.0,treatment-a,RELOAD,116862056
0.13,205.0,treatment-a,RELOAD,116862056
0.14,214.0,treatment-a,RELOAD,116862056
0.15,223.0,treatment-a,RELOAD,116862056
0.16,231.0,treatment-a,RELOAD,116862056
0.17,239.0,treatment-a,RELOAD,116862056
0.18,247.0,treatment-a,RELOAD,116862056
0.19,255.0,treatment-a,RELOAD,116862056
0.2,263.0,treatment-a,RELOAD,116862056
0.21,271.0,treatment-a,RELOAD,116862056
0.22,280.0,treatment-a,RELOAD,116862056
0.23,288.0,treatment-a,RELOAD,116862056
0.24,297.0,treatment-a,RELOAD,116862056
0.25,305.0,treatment-a,RELOAD,116862056
0.26,314.0,treatment-a,RELOAD,116862056
0.27,324.0,treatment-a,RELOAD,116862056
0.28,332.0,treatment-a,RELOAD,116862056
0.29,342.0,treatment-a,RELOAD,116862056
0.3,351.0,treatment-a,RELOAD,116862056
0.31,361.0,treatment-a,RELOAD,116862056
0.32,370.0,treatment-a,RELOAD,116862056
0.33,380.0,treatment-a,RELOAD,116862056
0.34,390.0,treatment-a,RELOAD,116862056
0.35,400.0,treatment-a,RELOAD,116862056
0.36,410.0,treatment-a,RELOAD,116862056
0.37,420.0,treatment-a,RELOAD,116862056
0.38,430.0,treatment-a,RELOAD,116862056
0.39,441.0,treatment-a,RELOAD,116862056
0.4,451.0,treatment-a,RELOAD,116862056
0.41,462.0,treatment-a,RELOAD,116862056
0.42,473.0,treatment-a,RELOAD,116862056
0.43,484.0,treatment-a,RELOAD,116862056
0.44,496.0,treatment-a,RELOAD,116862056
0.45,507.0,treatment-a,RELOAD,116862056
0.46,519.0,treatment-a,RELOAD,116862056
0.47,531.0,treatment-a,RELOAD,116862056
0.48,543.0,treatment-a,RELOAD,116862056
0.49,555.0,treatment-a,RELOAD,116862056
0.5,567.0,treatment-a,RELOAD,116862056
0.51,579.0,treatment-a,RELOAD,116862056
0.52,592.0,treatment-a,RELOAD,116862056
0.53,606.0,treatment-a,RELOAD,116862056
0.54,618.0,treatment-a,RELOAD,116862056
0.55,632.0,treatment-a,RELOAD,116862056
0.56,646.0,treatment-a,RELOAD,116862056
0.57,661.0,treatment-a,RELOAD,116862056
0.58,676.0,treatment-a,RELOAD,116862056
0.59,692.0,treatment-a,RELOAD,116862056
0.6,709.0,treatment-a,RELOAD,116862056
0.61,726.0,treatment-a,RELOAD,116862056
0.62,744.0,treatment-a,RELOAD,116862056
0.63,763.0,treatment-a,RELOAD,116862056
0.64,782.0,treatment-a,RELOAD,116862056
0.65,801.0,treatment-a,RELOAD,116862056
0.66,822.0,treatment-a,RELOAD,116862056
0.67,843.0,treatment-a,RELOAD,116862056
0.68,865.0,treatment-a,RELOAD,116862056
0.69,888.0,treatment-a,RELOAD,116862056
0.7,913.0,treatment-a,RELOAD,116862056
0.71,937.0,treatment-a,RELOAD,116862056
0.72,964.0,treatment-a,RELOAD,116862056
0.73,990.0,treatment-a,RELOAD,116862056
0.74,1018.0,treatment-a,RELOAD,116862056
0.75,1048.0,treatment-a,RELOAD,116862056
0.76,1079.0,treatment-a,RELOAD,116862056
0.77,1115.0,treatment-a,RELOAD,116862056
0.78,1152.0,treatment-a,RELOAD,116862056
0.79,1190.0,treatment-a,RELOAD,116862056
0.8,1230.0,treatment-a,RELOAD,116862056
0.81,1275.0,treatment-a,RELOAD,116862056
0.82,1318.0,treatment-a,RELOAD,116862056
0.83,1368.0,treatment-a,RELOAD,116862056
0.84,1419.0,treatment-a,RELOAD,116862056
0.85,1482.0,treatment-a,RELOAD,116862056
0.86,1549.0,treatment-a,RELOAD,116862056
0.87,1628.0,treatment-a,RELOAD,116862056
0.88,1716.0,treatment-a,RELOAD,116862056
0.89,1820.0,treatment-a,RELOAD,116862056
0.9,1934.0,treatment-a,RELOAD,116862056
0.91,2070.0,treatment-a,RELOAD,116862056
0.92,2222.0,treatment-a,RELOAD,116862056
0.93,2406.0,treatment-a,RELOAD,116862056
0.94,2628.0,treatment-a,RELOAD,116862056
0.95,2934.0,treatment-a,RELOAD,116862056
0.96,3332.0,treatment-a,RELOAD,116862056
0.97,3961.0,treatment-a,RELOAD,116862056
0.98,4965.0,treatment-a,RELOAD,116862056
0.99,7456.0,treatment-a,RELOAD,116862056
1.0,617746339.0,treatment-a,RELOAD,116862056
0.0,4.0,treatment-b,RELOAD,119351563
0.01,66.0,treatment-b,RELOAD,119351563
0.02,84.0,treatment-b,RELOAD,119351563
0.03,97.0,treatment-b,RELOAD,119351563
0.04,109.0,treatment-b,RELOAD,119351563
0.05,120.0,treatment-b,RELOAD,119351563
0.06,131.0,treatment-b,RELOAD,119351563
0.07,142.0,treatment-b,RELOAD,119351563
0.08,152.0,treatment-b,RELOAD,119351563
0.09,162.0,treatment-b,RELOAD,119351563
0.1,171.0,treatment-b,RELOAD,119351563
0.11,180.0,treatment-b,RELOAD,119351563
0.12,189.0,treatment-b,RELOAD,119351563
0.13,199.0,treatment-b,RELOAD,119351563
0.14,208.0,treatment-b,RELOAD,119351563
0.15,218.0,treatment-b,RELOAD,119351563
0.16,227.0,treatment-b,RELOAD,119351563
0.17,236.0,treatment-b,RELOAD,119351563
0.18,244.0,treatment-b,RELOAD,119351563
0.19,252.0,treatment-b,RELOAD,119351563
0.2,261.0,treatment-b,RELOAD,119351563
0.21,269.0,treatment-b,RELOAD,119351563
0.22,278.0,treatment-b,RELOAD,119351563
0.23,285.0,treatment-b,RELOAD,119351563
0.24,294.0,treatment-b,RELOAD,119351563
0.25,302.0,treatment-b,RELOAD,119351563
0.26,310.0,treatment-b,RELOAD,119351563
0.27,317.0,treatment-b,RELOAD,119351563
0.28,326.0,treatment-b,RELOAD,119351563
0.29,333.0,treatment-b,RELOAD,119351563
0.3,342.0,treatment-b,RELOAD,119351563
0.31,351.0,treatment-b,RELOAD,119351563
0.32,360.0,treatment-b,RELOAD,119351563
0.33,368.0,treatment-b,RELOAD,119351563
0.34,378.0,treatment-b,RELOAD,119351563
0.35,387.0,treatment-b,RELOAD,119351563
0.36,396.0,treatment-b,RELOAD,119351563
0.37,405.0,treatment-b,RELOAD,119351563
0.38,414.0,treatment-b,RELOAD,119351563
0.39,424.0,treatment-b,RELOAD,119351563
0.4,434.0,treatment-b,RELOAD,119351563
0.41,444.0,treatment-b,RELOAD,119351563
0.42,455.0,treatment-b,RELOAD,119351563
0.43,465.0,treatment-b,RELOAD,119351563
0.44,477.0,treatment-b,RELOAD,119351563
0.45,488.0,treatment-b,RELOAD,119351563
0.46,500.0,treatment-b,RELOAD,119351563
0.47,511.0,treatment-b,RELOAD,119351563
0.48,524.0,treatment-b,RELOAD,119351563
0.49,536.0,treatment-b,RELOAD,119351563
0.5,550.0,treatment-b,RELOAD,119351563
0.51,564.0,treatment-b,RELOAD,119351563
0.52,579.0,treatment-b,RELOAD,119351563
0.53,593.0,treatment-b,RELOAD,119351563
0.54,609.0,treatment-b,RELOAD,119351563
0.55,625.0,treatment-b,RELOAD,119351563
0.56,641.0,treatment-b,RELOAD,119351563
0.57,657.0,treatment-b,RELOAD,119351563
0.58,675.0,treatment-b,RELOAD,119351563
0.59,691.0,treatment-b,RELOAD,119351563
0.6,710.0,treatment-b,RELOAD,119351563
0.61,727.0,treatment-b,RELOAD,119351563
0.62,745.0,treatment-b,RELOAD,119351563
0.63,763.0,treatment-b,RELOAD,119351563
0.64,782.0,treatment-b,RELOAD,119351563
0.65,802.0,treatment-b,RELOAD,119351563
0.66,822.0,treatment-b,RELOAD,119351563
0.67,843.0,treatment-b,RELOAD,119351563
0.68,864.0,treatment-b,RELOAD,119351563
0.69,888.0,treatment-b,RELOAD,119351563
0.7,911.0,treatment-b,RELOAD,119351563
0.71,933.0,treatment-b,RELOAD,119351563
0.72,957.0,treatment-b,RELOAD,119351563
0.73,983.0,treatment-b,RELOAD,119351563
0.74,1011.0,treatment-b,RELOAD,119351563
0.75,1040.0,treatment-b,RELOAD,119351563
0.76,1071.0,treatment-b,RELOAD,119351563
0.77,1102.0,treatment-b,RELOAD,119351563
0.78,1136.0,treatment-b,RELOAD,119351563
0.79,1173.0,treatment-b,RELOAD,119351563
0.8,1214.0,treatment-b,RELOAD,119351563
0.81,1256.0,treatment-b,RELOAD,119351563
0.82,1304.0,treatment-b,RELOAD,119351563
0.83,1352.0,treatment-b,RELOAD,119351563
0.84,1411.0,treatment-b,RELOAD,119351563
0.85,1472.0,treatment-b,RELOAD,119351563
0.86,1547.0,treatment-b,RELOAD,119351563
0.87,1624.0,treatment-b,RELOAD,119351563
0.88,1713.0,treatment-b,RELOAD,119351563
0.89,1810.0,treatment-b,RELOAD,119351563
0.9,1931.0,treatment-b,RELOAD,119351563
0.91,2066.0,treatment-b,RELOAD,119351563
0.92,2230.0,treatment-b,RELOAD,119351563
0.93,2410.0,treatment-b,RELOAD,119351563
0.94,2635.0,treatment-b,RELOAD,119351563
0.95,2922.0,treatment-b,RELOAD,119351563
0.96,3362.0,treatment-b,RELOAD,119351563
0.97,3969.0,treatment-b,RELOAD,119351563
0.98,5136.0,treatment-b,RELOAD,119351563
0.99,7982.0,treatment-b,RELOAD,119351563
1.0,406752379.0,treatment-b,RELOAD,119351563
0.0,0.0,control,STOP,203506032
0.01,119.0,control,STOP,203506032
0.02,148.0,control,STOP,203506032
0.03,169.0,control,STOP,203506032
0.04,186.0,control,STOP,203506032
0.05,202.0,control,STOP,203506032
0.06,216.0,control,STOP,203506032
0.07,230.0,control,STOP,203506032
0.08,243.0,control,STOP,203506032
0.09,255.0,control,STOP,203506032
0.1,266.0,control,STOP,203506032
0.11,278.0,control,STOP,203506032
0.12,289.0,control,STOP,203506032
0.13,300.0,control,STOP,203506032
0.14,311.0,control,STOP,203506032
0.15,321.0,control,STOP,203506032
0.16,332.0,control,STOP,203506032
0.17,342.0,control,STOP,203506032
0.18,353.0,control,STOP,203506032
0.19,364.0,control,STOP,203506032
0.2,375.0,control,STOP,203506032
0.21,385.0,control,STOP,203506032
0.22,396.0,control,STOP,203506032
0.23,406.0,control,STOP,203506032
0.24,418.0,control,STOP,203506032
0.25,429.0,control,STOP,203506032
0.26,440.0,control,STOP,203506032
0.27,451.0,control,STOP,203506032
0.28,462.0,control,STOP,203506032
0.29,474.0,control,STOP,203506032
0.3,485.0,control,STOP,203506032
0.31,497.0,control,STOP,203506032
0.32,508.0,control,STOP,203506032
0.33,521.0,control,STOP,203506032
0.34,533.0,control,STOP,203506032
0.35,546.0,control,STOP,203506032
0.36,558.0,control,STOP,203506032
0.37,571.0,control,STOP,203506032
0.38,583.0,control,STOP,203506032
0.39,597.0,control,STOP,203506032
0.4,610.0,control,STOP,203506032
0.41,624.0,control,STOP,203506032
0.42,637.0,control,STOP,203506032
0.43,651.0,control,STOP,203506032
0.44,666.0,control,STOP,203506032
0.45,680.0,control,STOP,203506032
0.46,695.0,control,STOP,203506032
0.47,709.0,control,STOP,203506032
0.48,725.0,control,STOP,203506032
0.49,740.0,control,STOP,203506032
0.5,757.0,control,STOP,203506032
0.51,772.0,control,STOP,203506032
0.52,789.0,control,STOP,203506032
0.53,806.0,control,STOP,203506032
0.54,823.0,control,STOP,203506032
0.55,840.0,control,STOP,203506032
0.56,859.0,control,STOP,203506032
0.57,877.0,control,STOP,203506032
0.58,896.0,control,STOP,203506032
0.59,915.0,control,STOP,203506032
0.6,934.0,control,STOP,203506032
0.61,955.0,control,STOP,203506032
0.62,976.0,control,STOP,203506032
0.63,998.0,control,STOP,203506032
0.64,1020.0,control,STOP,203506032
0.65,1043.0,control,STOP,203506032
0.66,1067.0,control,STOP,203506032
0.67,1092.0,control,STOP,203506032
0.68,1117.0,control,STOP,203506032
0.69,1145.0,control,STOP,203506032
0.7,1172.0,control,STOP,203506032
0.71,1202.0,control,STOP,203506032
0.72,1232.0,control,STOP,203506032
0.73,1264.0,control,STOP,203506032
0.74,1297.0,control,STOP,203506032
0.75,1333.0,control,STOP,203506032
0.76,1369.0,control,STOP,203506032
0.77,1409.0,control,STOP,203506032
0.78,1449.0,control,STOP,203506032
0.79,1494.0,control,STOP,203506032
0.8,1540.0,control,STOP,203506032
0.81,1591.0,control,STOP,203506032
0.82,1643.0,control,STOP,203506032
0.83,1703.0,control,STOP,203506032
0.84,1764.0,control,STOP,203506032
0.85,1832.0,control,STOP,203506032
0.86,1906.0,control,STOP,203506032
0.87,1990.0,control,STOP,203506032
0.88,2080.0,control,STOP,203506032
0.89,2185.0,control,STOP,203506032
0.9,2297.0,control,STOP,203506032
0.91,2436.0,control,STOP,203506032
0.92,2586.0,control,STOP,203506032
0.93,2775.0,control,STOP,203506032
0.94,2994.0,control,STOP,203506032
0.95,3285.0,control,STOP,203506032
0.96,3657.0,control,STOP,203506032
0.97,4215.0,control,STOP,203506032
0.98,5117.0,control,STOP,203506032
0.99,7089.0,control,STOP,203506032
1.0,1277122009.0,control,STOP,203506032
0.0,0.0,treatment-a,STOP,204632455
0.01,122.0,treatment-a,STOP,204632455
0.02,149.0,treatment-a,STOP,204632455
0.03,171.0,treatment-a,STOP,204632455
0.04,188.0,treatment-a,STOP,204632455
0.05,203.0,treatment-a,STOP,204632455
0.06,218.0,treatment-a,STOP,204632455
0.07,231.0,treatment-a,STOP,204632455
0.08,243.0,treatment-a,STOP,204632455
0.09,255.0,treatment-a,STOP,204632455
0.1,266.0,treatment-a,STOP,204632455
0.11,278.0,treatment-a,STOP,204632455
0.12,289.0,treatment-a,STOP,204632455
0.13,299.0,treatment-a,STOP,204632455
0.14,310.0,treatment-a,STOP,204632455
0.15,320.0,treatment-a,STOP,204632455
0.16,331.0,treatment-a,STOP,204632455
0.17,342.0,treatment-a,STOP,204632455
0.18,352.0,treatment-a,STOP,204632455
0.19,363.0,treatment-a,STOP,204632455
0.2,373.0,treatment-a,STOP,204632455
0.21,384.0,treatment-a,STOP,204632455
0.22,395.0,treatment-a,STOP,204632455
0.23,406.0,treatment-a,STOP,204632455
0.24,417.0,treatment-a,STOP,204632455
0.25,429.0,treatment-a,STOP,204632455
0.26,440.0,treatment-a,STOP,204632455
0.27,451.0,treatment-a,STOP,204632455
0.28,463.0,treatment-a,STOP,204632455
0.29,475.0,treatment-a,STOP,204632455
0.3,486.0,treatment-a,STOP,204632455
0.31,498.0,treatment-a,STOP,204632455
0.32,510.0,treatment-a,STOP,204632455
0.33,522.0,treatment-a,STOP,204632455
0.34,534.0,treatment-a,STOP,204632455
0.35,547.0,treatment-a,STOP,204632455
0.36,560.0,treatment-a,STOP,204632455
0.37,572.0,treatment-a,STOP,204632455
0.38,585.0,treatment-a,STOP,204632455
0.39,598.0,treatment-a,STOP,204632455
0.4,612.0,treatment-a,STOP,204632455
0.41,625.0,treatment-a,STOP,204632455
0.42,639.0,treatment-a,STOP,204632455
0.43,653.0,treatment-a,STOP,204632455
0.44,667.0,treatment-a,STOP,204632455
0.45,681.0,treatment-a,STOP,204632455
0.46,696.0,treatment-a,STOP,204632455
0.47,711.0,treatment-a,STOP,204632455
0.48,727.0,treatment-a,STOP,204632455
0.49,742.0,treatment-a,STOP,204632455
0.5,758.0,treatment-a,STOP,204632455
0.51,774.0,treatment-a,STOP,204632455
0.52,791.0,treatment-a,STOP,204632455
0.53,807.0,treatment-a,STOP,204632455
0.54,824.0,treatment-a,STOP,204632455
0.55,842.0,treatment-a,STOP,204632455
0.56,860.0,treatment-a,STOP,204632455
0.57,879.0,treatment-a,STOP,204632455
0.58,897.0,treatment-a,STOP,204632455
0.59,917.0,treatment-a,STOP,204632455
0.6,936.0,treatment-a,STOP,204632455
0.61,957.0,treatment-a,STOP,204632455
0.62,978.0,treatment-a,STOP,204632455
0.63,1000.0,treatment-a,STOP,204632455
0.64,1022.0,treatment-a,STOP,204632455
0.65,1046.0,treatment-a,STOP,204632455
0.66,1070.0,treatment-a,STOP,204632455
0.67,1096.0,treatment-a,STOP,204632455
0.68,1121.0,treatment-a,STOP,204632455
0.69,1149.0,treatment-a,STOP,204632455
0.7,1176.0,treatment-a,STOP,204632455
0.71,1206.0,treatment-a,STOP,204632455
0.72,1236.0,treatment-a,STOP,204632455
0.73,1269.0,treatment-a,STOP,204632455
0.74,1302.0,treatment-a,STOP,204632455
0.75,1338.0,treatment-a,STOP,204632455
0.76,1373.0,treatment-a,STOP,204632455
0.77,1414.0,treatment-a,STOP,204632455
0.78,1454.0,treatment-a,STOP,204632455
0.79,1500.0,treatment-a,STOP,204632455
0.8,1546.0,treatment-a,STOP,204632455
0.81,1598.0,treatment-a,STOP,204632455
0.82,1650.0,treatment-a,STOP,204632455
0.83,1710.0,treatment-a,STOP,204632455
0.84,1772.0,treatment-a,STOP,204632455
0.85,1843.0,treatment-a,STOP,204632455
0.86,1916.0,treatment-a,STOP,204632455
0.87,2001.0,treatment-a,STOP,204632455
0.88,2092.0,treatment-a,STOP,204632455
0.89,2197.0,treatment-a,STOP,204632455
0.9,2310.0,treatment-a,STOP,204632455
0.91,2445.0,treatment-a,STOP,204632455
0.92,2595.0,treatment-a,STOP,204632455
0.93,2784.0,treatment-a,STOP,204632455
0.94,2998.0,treatment-a,STOP,204632455
0.95,3293.0,treatment-a,STOP,204632455
0.96,3664.0,treatment-a,STOP,204632455
0.97,4216.0,treatment-a,STOP,204632455
0.98,5099.0,treatment-a,STOP,204632455
0.99,7169.0,treatment-a,STOP,204632455
1.0,767905767.0,treatment-a,STOP,204632455
0.0,0.0,treatment-b,STOP,204936576
0.01,120.0,treatment-b,STOP,204936576
0.02,148.0,treatment-b,STOP,204936576
0.03,169.0,treatment-b,STOP,204936576
0.04,186.0,treatment-b,STOP,204936576
0.05,201.0,treatment-b,STOP,204936576
0.06,216.0,treatment-b,STOP,204936576
0.07,229.0,treatment-b,STOP,204936576
0.08,242.0,treatment-b,STOP,204936576
0.09,254.0,treatment-b,STOP,204936576
0.1,266.0,treatment-b,STOP,204936576
0.11,277.0,treatment-b,STOP,204936576
0.12,288.0,treatment-b,STOP,204936576
0.13,299.0,treatment-b,STOP,204936576
0.14,310.0,treatment-b,STOP,204936576
0.15,321.0,treatment-b,STOP,204936576
0.16,332.0,treatment-b,STOP,204936576
0.17,342.0,treatment-b,STOP,204936576
0.18,353.0,treatment-b,STOP,204936576
0.19,364.0,treatment-b,STOP,204936576
0.2,374.0,treatment-b,STOP,204936576
0.21,385.0,treatment-b,STOP,204936576
0.22,396.0,treatment-b,STOP,204936576
0.23,407.0,treatment-b,STOP,204936576
0.24,418.0,treatment-b,STOP,204936576
0.25,429.0,treatment-b,STOP,204936576
0.26,440.0,treatment-b,STOP,204936576
0.27,452.0,treatment-b,STOP,204936576
0.28,463.0,treatment-b,STOP,204936576
0.29,475.0,treatment-b,STOP,204936576
0.3,486.0,treatment-b,STOP,204936576
0.31,498.0,treatment-b,STOP,204936576
0.32,510.0,treatment-b,STOP,204936576
0.33,523.0,treatment-b,STOP,204936576
0.34,535.0,treatment-b,STOP,204936576
0.35,547.0,treatment-b,STOP,204936576
0.36,560.0,treatment-b,STOP,204936576
0.37,573.0,treatment-b,STOP,204936576
0.38,586.0,treatment-b,STOP,204936576
0.39,599.0,treatment-b,STOP,204936576
0.4,612.0,treatment-b,STOP,204936576
0.41,626.0,treatment-b,STOP,204936576
0.42,640.0,treatment-b,STOP,204936576
0.43,653.0,treatment-b,STOP,204936576
0.44,668.0,treatment-b,STOP,204936576
0.45,682.0,treatment-b,STOP,204936576
0.46,697.0,treatment-b,STOP,204936576
0.47,712.0,treatment-b,STOP,204936576
0.48,727.0,treatment-b,STOP,204936576
0.49,743.0,treatment-b,STOP,204936576
0.5,759.0,treatment-b,STOP,204936576
0.51,775.0,treatment-b,STOP,204936576
0.52,792.0,treatment-b,STOP,204936576
0.53,808.0,treatment-b,STOP,204936576
0.54,826.0,treatment-b,STOP,204936576
0.55,843.0,treatment-b,STOP,204936576
0.56,862.0,treatment-b,STOP,204936576
0.57,880.0,treatment-b,STOP,204936576
0.58,899.0,treatment-b,STOP,204936576
0.59,918.0,treatment-b,STOP,204936576
0.6,938.0,treatment-b,STOP,204936576
0.61,959.0,treatment-b,STOP,204936576
0.62,980.0,treatment-b,STOP,204936576
0.63,1001.0,treatment-b,STOP,204936576
0.64,1024.0,treatment-b,STOP,204936576
0.65,1047.0,treatment-b,STOP,204936576
0.66,1070.0,treatment-b,STOP,204936576
0.67,1095.0,treatment-b,STOP,204936576
0.68,1121.0,treatment-b,STOP,204936576
0.69,1147.0,treatment-b,STOP,204936576
0.7,1175.0,treatment-b,STOP,204936576
0.71,1204.0,treatment-b,STOP,204936576
0.72,1234.0,treatment-b,STOP,204936576
0.73,1267.0,treatment-b,STOP,204936576
0.74,1299.0,treatment-b,STOP,204936576
0.75,1335.0,treatment-b,STOP,204936576
0.76,1371.0,treatment-b,STOP,204936576
0.77,1410.0,treatment-b,STOP,204936576
0.78,1450.0,treatment-b,STOP,204936576
0.79,1496.0,treatment-b,STOP,204936576
0.8,1541.0,treatment-b,STOP,204936576
0.81,1593.0,treatment-b,STOP,204936576
0.82,1645.0,treatment-b,STOP,204936576
0.83,1705.0,treatment-b,STOP,204936576
0.84,1765.0,treatment-b,STOP,204936576
0.85,1837.0,treatment-b,STOP,204936576
0.86,1909.0,treatment-b,STOP,204936576
0.87,1994.0,treatment-b,STOP,204936576
0.88,2084.0,treatment-b,STOP,204936576
0.89,2191.0,treatment-b,STOP,204936576
0.9,2306.0,treatment-b,STOP,204936576
0.91,2442.0,treatment-b,STOP,204936576
0.92,2594.0,treatment-b,STOP,204936576
0.93,2784.0,treatment-b,STOP,204936576
0.94,3009.0,treatment-b,STOP,204936576
0.95,3311.0,treatment-b,STOP,204936576
0.96,3687.0,treatment-b,STOP,204936576
0.97,4269.0,treatment-b,STOP,204936576
0.98,5188.0,treatment-b,STOP,204936576
0.99,7270.0,treatment-b,STOP,204936576
1.0,704473313.0,treatment-b,STOP,204936576
